region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
North America,NAC,Canada,CAN,2016,national,CIS-LIS,national,2016,income,2,2012 - 2022,3,0.004,0.001766198744,9.41419363e-4,0.002632839713,70.723883880168,60.143908630241,0.192219352486,0.327027231729,0.276786504939,0.0277000523,0.045323370015,0.0573947431,0.068144362292,0.079373856531,0.091240950194,0.105541504032,0.123451550906,0.151885031267,0.249944579364,0.90654975712600006,1.248244643211,36110803,43551.3425975115,25442.1384969614,FALSE,micro,survey,31.372,0.143,0.655151757397,
North America,NAC,Canada,CAN,2017,national,CIS-LIS,national,2017,income,2,2012 - 2022,3,0.004,0.001594617346,7.3481266e-4,0.002194664009,73.299673238353,61.866631777776,0.19910731269,0.333091065814,0.284418874087,0.026971827447,0.04444877024,0.056162230067,0.067394335576,0.078760407337,0.091227253132,0.105483879556,0.123681983158,0.152382601756,0.253486711729,0.921026323471,1.248244643211,36545075,44339.3886689254,26064.8390724016,FALSE,micro,survey,32.233,0.146,0.632193229552,
North America,NAC,Canada,CAN,2018,national,CIS-LIS,national,2018,income,2,2012 - 2022,3,0.004,0.001103456897,4.77635297e-4,0.001489995335,73.571409161378,62.166249369269,0.189559701148,0.32510148983,0.278635110336,0.027837087797,0.045987369316,0.057790716384,0.068351989946,0.078909731504,0.09111272262,0.105665893795,0.123880141844,0.152293202023,0.248171144771,0.941917286015,1.248244643211,37072620,44907.3436912123,26372.6989765709,FALSE,micro,survey,32.383,0.133,0.611997380077,
North America,NAC,Canada,CAN,2019,national,CIS-LIS,national,2019,income,2,2012 - 2022,3,0.004,0.0010600346,5.04887864e-4,0.00149581579,73.56572146997,62.880576577259,0.180970781724,0.317505763495,0.27063211255,0.028750139352,0.047351274959,0.058738238577,0.069171033418,0.079693399846,0.091825917469,0.106234201695,0.124023687284,0.150397796902,0.243814310498,0.960277792349,1.248244643211,37618495,45100.2915069262,26401.6707776648,FALSE,micro,survey,32.74,0.125,0.601617243791,
North America,NAC,Canada,CAN,2020,national,CIS-LIS,national,2020,income,2,2012 - 2022,3,0.001,2.51707408e-4,6.3356619e-5,2.89961212e-4,77.791978490518,67.081753749572,0.153643469107,0.298526682526,0.247286957402,0.034052203704,0.050664456932,0.061319968858,0.070877684753,0.080779552706,0.091898055866,0.104475054448,0.121300191731,0.146717194751,0.237915636251,0.96716292732,1.248244643211,38028638,42366.1285377884,24482.6770101172,FALSE,micro,survey,34.841,0.102,0.506538964416,
North America,NAC,Canada,CAN,2021,national,CIS-LIS,national,2021,income,2,2012 - 2022,3,0.002,0.001328663785,0.001000126012,0.002919754388,77.730028920401,66.329022448364,0.170039678745,0.311153863573,0.257422321247,0.031942221704,0.049117715539,0.059628951953,0.069285967497,0.07980626024,0.090748122499,0.104133845169,0.121456587275,0.148665534198,0.245214793928,1,1.248244643211,38239864,44639.193269037,25592.7354056271,FALSE,micro,survey,34.465,0.111,0.617091134859,
North America,NAC,Canada,CAN,2022,national,CIS-LIS,national,2022,income,2,2012 - 2022,3,0.003,0.001503135371,0.001103255073,0.003190711498,75.734475065031,64.72127664536,0.17827219501,0.314952140859,0.259469618369,0.029357782392,0.048092713276,0.059755268254,0.069871326815,0.080292761445,0.091411814139,0.104462910989,0.121793585863,0.149448393777,0.245513443051,1.068027964719,1.248244643211,38935934,45677.686578804,26412.7665733596,FALSE,micro,survey,33.661,0.122,0.653605781385,
Europe & Central Asia,ECS,Switzerland,CHE,1982,national,SIWS-LIS,national,1982,income,0,1982,3,0.007,0.005422406913,0.004625325563,0.013249797247,80.769996925693,63.034885349515,0.24102697154,0.360081584224,0.297984482386,0.029362081499,0.044721624426,0.053203562428,0.062307365707,0.072482758637,0.083749093356,0.099295024108,0.119986941753,0.149013690245,0.285877857842,0.613831385943,1.245627522469,6391309,59259.1608337892,33091.1039886233,FALSE,micro,survey,32.817,0.104,1.046215457124,
Europe & Central Asia,ECS,Switzerland,CHE,1992,national,NPS-LIS,national,1992,income,1,1992,3,0.006,0.004941757951,0.004218382899,0.011956857738,76.625893725639,62.887664389245,0.219394118532,0.338572491051,0.286504952608,0.027634376826,0.046945118348,0.056271618918,0.065348995061,0.076006101665,0.088707717232,0.103878935032,0.122026955072,0.149381135992,0.263799045853,0.838826728832,1.245627522469,6875364,67778.5475359796,37245.8613725493,FALSE,micro,survey,32.744,0.112,1.01581110365,
Europe & Central Asia,ECS,Switzerland,CHE,2000,national,IES-LIS,national,2000,income,2,2000 - 2004,3,0.001,7.13516753e-4,5.09106157e-4,0.001250075219,75.762909194546,61.123368796264,0.19428114811,0.334338493781,0.289650806052,0.0305951693,0.046905149645,0.056287020719,0.065640837322,0.075240011169,0.087187448102,0.102228896363,0.123183025594,0.153392408431,0.259340033353,0.923039578805,1.245627522469,7184250,73749.9389517966,40139.764599476,FALSE,micro,survey,31.862,0.104,0.573652567722,
Europe & Central Asia,ECS,Switzerland,CHE,2002,national,IES-LIS,national,2002,income,2,2000 - 2004,3,0,0,0,0,78.284418497775,65.584065848181,0.167548971933,0.316876508021,0.287363106684,0.033221818128,0.047503881281,0.056603908971,0.066590241592,0.077731112277,0.090135770371,0.105466417372,0.125910578543,0.155655999589,0.241180271876,0.938159781396,1.245627522469,7284753,73824.3849167809,40682.0059830484,FALSE,micro,survey,34.092,0.109,0.503433856875,
Europe & Central Asia,ECS,Switzerland,CHE,2004,national,IES-LIS,national,2004,income,2,2000 - 2004,3,0.001,7.164702e-4,5.13329547e-4,0.001260438047,75.643800888957,62.858944727158,0.170841159611,0.315656916337,0.289601649921,0.032570723382,0.048584033444,0.057378957228,0.06680973444,0.076931329646,0.089692336329,0.106600218977,0.126502590337,0.154408340593,0.240521735624,0.951728457916,1.245627522469,7389625,74718.6836260364,41043.8187488448,FALSE,micro,survey,32.729,0.1,0.555987710504,
Europe & Central Asia,ECS,Switzerland,CHE,2006,national,EU-SILC,national,2006,income,3,2006 - 2022,3,7.60772746e-4,3.92931672e-4,2.81400142e-4,7.36179467e-4,79.286613208336,65.603363692495,0.198782950681,0.339188077054,0.291356218744,0.028904011683,0.04528467208,0.05473656677,0.065074571096,0.076161583779,0.088783704173,0.103455983337,0.12377061932,0.153496383753,0.260331904009,0.973084085206,1.245627522469,7483934,78893.8078199046,41686.2573769553,FALSE,micro,survey,34.102,0.127731504724,0.550592012796,
Europe & Central Asia,ECS,Switzerland,CHE,2007,national,EU-SILC,national,2007,income,3,2006 - 2022,3,7.08954771e-4,2.29135145e-4,1.13889705e-4,3.40135905e-4,81.36093702126,66.449950991281,0.203321381088,0.342555347722,0.288921078666,0.028956299656,0.044991397844,0.05543580084,0.065005364567,0.075421757008,0.088120863894,0.102853475897,0.121669154812,0.150454877497,0.267091007984,0.980210482234,1.245627522469,7551117,81254.1701015272,42194.8578792664,FALSE,micro,survey,34.525,0.128671151544,0.528035211749,
Europe & Central Asia,ECS,Switzerland,CHE,2008,national,EU-SILC,national,2008,income,3,2006 - 2022,3,7.83518215e-4,4.2604629e-4,2.74849201e-4,7.21498443e-4,81.933463478945,67.337036520631,0.196896951655,0.337946999355,0.289984382832,0.02990887774,0.045200756917,0.055205119207,0.064936778627,0.07621627271,0.089282313933,0.104046913343,0.12240545042,0.1498759281,0.262921589003,1.003990800757,1.245627522469,7647675,82481.0680560935,42292.3980716277,FALSE,micro,survey,34.969,0.126319821655,0.525785262543,
Europe & Central Asia,ECS,Switzerland,CHE,2009,national,EU-SILC,national,2009,income,3,2006 - 2022,3,3.80577311e-4,1.86957919e-4,9.7894367e-5,2.67041876e-4,81.587383681548,67.390828217239,0.185117222348,0.328558562956,0.281593098298,0.031074044311,0.046739002296,0.056725821767,0.066417848478,0.076647329944,0.089137045799,0.104405383049,0.122601703704,0.149753856801,0.25649796385,0.999166824206,1.245627522469,7743831,79585.5216989959,42415.6805339601,FALSE,micro,survey,34.995,0.113476598101,0.504947208058,
Europe & Central Asia,ECS,Switzerland,CHE,2010,national,EU-SILC,national,2010,income,3,2006 - 2022,3,7.12503803e-4,2.84694325e-4,1.72118298e-4,5.14790886e-4,81.895087530997,68.600609480936,0.183790653154,0.325530304316,0.272881321087,0.030673166664,0.046921343305,0.057292078111,0.067279593461,0.077934264448,0.089913576545,0.104159011187,0.122131623902,0.149373175982,0.254322166395,1.006043460384,1.245627522469,7824909,81315.4228307049,42762.5673533694,FALSE,micro,survey,35.6,0.12070755039099999,0.515197660451,
Europe & Central Asia,ECS,Switzerland,CHE,2011,national,EU-SILC,national,2011,income,3,2006 - 2022,3,1.05143741e-4,3.1235933e-5,1.6534527e-5,4.7732462e-5,83.058291667628,70.213180598591,0.170260361646,0.317136185273,0.268650585248,0.031572018538,0.047531978737,0.058013098302,0.068391095178,0.079209618723,0.090591030747,0.10476931781,0.122434893235,0.151019881237,0.24646706749300001,1.008370902999,1.245627522469,7912398,81874.3362425008,42886.8667060067,FALSE,micro,survey,36.407,0.116339197698,0.475935690188,
Europe & Central Asia,ECS,Switzerland,CHE,2012,national,EU-SILC,national,2012,income,3,2006 - 2022,3,8.9654953e-5,2.6566525e-5,7.872183e-6,3.1507537e-5,85.111807560059,71.037794077433,0.167400866865,0.315671265122,0.267250496672,0.033386542666,0.047999127121,0.058318137375,0.068577001592,0.078565659571,0.089913076365,0.103841101837,0.12153167369,0.147915972569,0.249951707213,1.001387423827,1.245627522469,7996861,81964.8864937809,43367.6505442392,FALSE,micro,survey,36.819,0.106368248193,0.455944680094,
Europe & Central Asia,ECS,Switzerland,CHE,2013,national,EU-SILC,national,2013,income,3,2006 - 2022,3,4.21837433e-4,2.53666879e-4,1.52539534e-4,3.87939142e-4,84.714285529325,70.280727916311,0.176429290542,0.324621872559,0.276171519232,0.032779800021,0.046627033136,0.057201109347,0.066872179307,0.076988593495,0.089197952124,0.103240185942,0.122189057417,0.149789514925,0.255114574286,0.999211188611,1.245627522469,8089346,82479.9215677304,43840.4862734446,FALSE,micro,survey,36.44,0.115256488264,0.472266308718,
Europe & Central Asia,ECS,Switzerland,CHE,2014,national,EU-SILC,national,2014,income,3,2006 - 2022,3,3.27680639e-4,8.6849804e-5,2.3042685e-5,1.00929532e-4,85.736116814242,70.892735253522,0.178311523055,0.325256587143,0.273469581054,0.031600405264,0.046738591562,0.057388073011,0.067621232438,0.077513240314,0.088849766863,0.103381673383,0.1216996753,0.149887074164,0.2553202677,0.999079246723,1.245627522469,8188649,83394.3712888211,43738.0429403185,FALSE,micro,survey,36.746,0.115595804606,0.465823195556,
Europe & Central Asia,ECS,Switzerland,CHE,2015,national,EU-SILC,national,2015,income,3,2006 - 2022,3,3.05425563e-4,1.84917878e-4,1.17992231e-4,3.02949617e-4,85.341964218716,71.447147450809,0.176842155718,0.323069571573,0.27185975364,0.031591092138,0.046693569691,0.057555534806,0.067371558963,0.078397903519,0.089924074157,0.103976662818,0.122162546584,0.14991126716,0.252415790165,0.987650730558,1.245627522469,8282396,83806.4476003837,44306.9103920714,FALSE,micro,survey,37.024,0.12172003461,0.470033289591,
Europe & Central Asia,ECS,Switzerland,CHE,2016,national,EU-SILC,national,2016,income,3,2006 - 2022,3,4.49190093e-4,3.06679033e-4,2.62664451e-4,7.19595833e-4,86.884391681592,72.066963011015,0.187901554526,0.330424509583,0.273553821633,0.030223472691,0.046278449241,0.056958941332,0.067089087654,0.077553587402,0.088866793438,0.102950272592,0.121789071539,0.150026323801,0.25826400031,0.983358205799,1.245627522469,8373338,84611.0998672721,44541.977058060504,FALSE,micro,survey,37.333,0.121829576842,0.489906092302,
Europe & Central Asia,ECS,Switzerland,CHE,2017,national,EU-SILC,national,2017,income,3,2006 - 2022,3,2.1825939e-4,1.6734378e-5,1.283058e-6,1.7410708e-5,86.605711386243,72.172568736382,0.181671955512,0.326763339819,0.270915149534,0.030519891206,0.046557879793,0.057643457994,0.067710132999,0.077921273635,0.088891566457,0.103118708549,0.121279786197,0.150921111375,0.255436191796,0.988607251677,1.245627522469,8451840,84967.5886498224,44637.0775781752,FALSE,micro,survey,37.386,0.119099331857,0.464863039374,
Europe & Central Asia,ECS,Switzerland,CHE,2018,national,EU-SILC,national,2018,income,3,2006 - 2022,3,3.52593844e-4,2.25117012e-4,1.69792191e-4,4.53718874e-4,85.062117640542,70.987936349953,0.190547667467,0.331410414299,0.273560844133,0.029538220376,0.045890577398,0.056569413032,0.067194303666,0.078042872661,0.089643739149,0.102997266164,0.122027191286,0.150232539504,0.257863876763,0.997863907661,1.245627522469,8514329,86756.6022327472,44603.002947562,FALSE,micro,survey,36.794,0.125397060187,0.49561262417,
Europe & Central Asia,ECS,Switzerland,CHE,2019,national,EU-SILC,national,2019,income,3,2006 - 2022,3,1.73868469e-4,6.1054933e-5,2.481231e-5,7.9857708e-5,87.454671889069,71.441838303313,0.199577444733,0.339983417077,0.280361821168,0.028870060215,0.045178466418,0.055957839906,0.066297617228,0.076472838679,0.087887807342,0.101864623729,0.121107266166,0.150845888321,0.265517591996,1.001485056219,1.245627522469,8575280,87123.6604234257,44823.3900628243,FALSE,micro,survey,37.021,0.121402207305,0.476729053766,
Europe & Central Asia,ECS,Switzerland,CHE,2020,national,EU-SILC,national,2020,income,3,2006 - 2022,3,7.0526656e-4,2.82192241e-4,1.52600825e-4,4.30714295e-4,88.412271303876,72.58904817832,0.196385878206,0.337379267991,0.278422699907,0.029504298576,0.045594555612,0.05604082078,0.066361294929,0.076669309917,0.088173177896,0.102135157505,0.120871244031,0.15108232731,0.263567813444,0.99421551107,1.245627522469,8638167,84637.0132935333,42999.2772892985,FALSE,micro,survey,37.595,0.117365055807,0.477400110836,
Europe & Central Asia,ECS,Switzerland,CHE,2021,national,EU-SILC,national,2021,income,3,2006 - 2022,3,3.814099e-4,1.76506812e-4,1.17991966e-4,3.13937667e-4,89.507574596033,73.067063446701,0.196385255131,0.338243126002,0.27872913888900003,0.029883459904,0.045217726744,0.056064164088,0.066271002408,0.07658423786,0.087934015288,0.102338606009,0.120716794344,0.149060176277,0.265929817077,1,1.245627522469,8704546,88661.2029776281,43441.72877392,FALSE,micro,survey,37.834,0.120610544328,0.465722313335,
Europe & Central Asia,ECS,Switzerland,CHE,2022,national,EU-SILC,national,2022,income,3,2006 - 2022,3,0.002086946794,1.12673245e-4,1.3102711e-5,1.20681902e-4,87.38968063359,72.289009324448,0.1979559032,0.337951766631,0.272081088923,0.029202930139,0.045195961561,0.056470710429,0.066753579962,0.077158962653,0.088831338732,0.101485463232,0.119961089541,0.149165942274,0.265774021478,1.028350312696,1.245627522469,8777088,90605.019427268,44877.8583195445,FALSE,micro,survey,37.445,0.127842677085,0.482939055941,
Latin America & Caribbean,LCN,Chile,CHL,1987,national,CASEN,national,1987,income,0,1987 - 1998,3,0.217276398975,0.075577419967,0.038972711446,0.116803859154,11.16631892904,5.848258214912,0.571758264183,0.561935965612,0.545406699941,0.011708491147,0.021832331945,0.029424520056,0.037602670854,0.047065187192,0.059111356712,0.076176639328,0.103180960068,0.160036665439,0.453861177258,0.124788579916,474.340972900391,12790150,4528.6333769652,2250.38369273874,FALSE,micro,survey,4.224,0.352528225827,7.400980923159,
Latin America & Caribbean,LCN,Chile,CHL,1990,national,CASEN,national,1990,income,0,1987 - 1998,3,0.16030238115,0.052932523185,0.026965127968,0.08215209691,13.335822571161,6.800356404816,0.591715973338,0.572357583599,0.53957244638,0.011940448897,0.02169781513,0.028935441507,0.036744787566,0.045719339272,0.05744857577,0.073788396995,0.099182911512,0.154078265608,0.470464017742,0.234800104342,474.340972900391,13437176,5290.53694835535,2580.53690416387,FALSE,micro,survey,4.7,0.330427360724,6.297265964606,
Latin America & Caribbean,LCN,Chile,CHL,1992,national,CASEN,national,1992,income,0,1987 - 1998,3,0.11069239542,0.032161177805,0.015266969497,0.048253211814,14.213144863565,7.690908068343,0.530314535334,0.548066587677,0.494219659551,0.014361959715,0.024172853104,0.031911782202,0.039760241823,0.048907166146,0.060881334228,0.077214643087,0.101436802694,0.149451119593,0.451902097409,0.315396699027,474.340972900391,13884577,6151.76546454326,3093.8478700372402,FALSE,micro,survey,5.145,0.308199508577,5.159871534861,
Latin America & Caribbean,LCN,Chile,CHL,1994,national,CASEN,national,1994,income,0,1987 - 1998,3,0.104851120717,0.034304131072999997,0.018059455768,0.055103914162,15.946237973717,8.350958887478,0.575554802985,0.564212691773,0.526687719219,0.01236995702,0.022303490302,0.02973088663,0.037556261431,0.046982891237,0.058880743334,0.075284358491,0.10197529244,0.155904248354,0.459011870762,0.384835065699,474.340972900391,14316256,6688.29717704707,3487.00397871216,FALSE,micro,survey,5.475,0.310826246389,5.218031395927,
Latin America & Caribbean,LCN,Chile,CHL,1996,national,CASEN,national,1996,income,0,1987 - 1998,3,0.079555156421,0.024172508528,0.012199226144,0.03748265957,17.264334291318,9.354178795694,0.536462696209,0.548689659466,0.515404826352,0.013357116569,0.023168194642,0.031160541371,0.039374052624,0.048808071731,0.060928296375,0.07784457436,0.104426878791,0.156677826247,0.444254447291,0.443639643708,474.340972900391,14734046,7605.28953010603,4071.65416537764,FALSE,micro,survey,5.977,0.293813206511,4.429454966392,
Latin America & Caribbean,LCN,Chile,CHL,1998,national,CASEN,national,1998,income,0,1987 - 1998,3,0.073965671893,0.02422190136,0.012805670834,0.038658318062,18.514264520476,9.928997499195,0.554153150402,0.555168031005,0.519540465486,0.012573577666,0.022567957626,0.030456323767,0.038906066938,0.048297651835,0.060240396904,0.076804673496,0.103383620859,0.157069859908,0.449699871002,0.491690037179,474.340972900391,15127799,8287.45061096547,4498.32142971471,FALSE,micro,survey,6.264,0.292638620209,4.33803378768,
Latin America & Caribbean,LCN,Chile,CHL,2000,national,CASEN,national,2000,income,1,2000 - 2003,3,0.086048065093,0.030584947759,0.016895962849,0.050505164105,15.947297856079,9.321999878968,0.502119768692,0.527586921434,0.467617294694,0.013171026246,0.025204873936,0.033994687001,0.042734066474,0.052771170587,0.065187175314,0.080957046321,0.105964583184,0.154237402105,0.425777968832,0.527894329972,474.340972900391,15503635,8465.35303258864,4521.42584482543,FALSE,micro,survey,5.961,0.290561719094,4.844065827426,
Latin America & Caribbean,LCN,Chile,CHL,2003,national,CASEN,national,2003,income,1,2000 - 2003,3,0.079408430218,0.028562583379,0.016351265275,0.048713290624,15.703285039319,9.497884901698,0.478520621293,0.514755636022,0.451841624691,0.013902279689,0.026286795786,0.035102447206,0.044383969269,0.054862291432,0.06729717589,0.083301724416,0.107289298399,0.154070987094,0.413503030818,0.56555199892,474.340972900391,16024752,9130.7842621819,4763.47041403544,FALSE,micro,survey,6.049,0.286832199055,4.814099485638,
Latin America & Caribbean,LCN,Chile,CHL,2006,national,CASEN,national,2006,income,2,2006 - 2024,3,0.033363517943,0.010050915936,0.004938430469,0.015506709723,18.158175666222,11.619167875363,0.393685595702,0.47706884277,0.411326176329,0.01821326732,0.030606006206,0.039561965621,0.04858812561,0.058718061261,0.07063338672,0.086000931677,0.109716509496,0.155890748251,0.382070997838,0.613339991123,474.340972900391,16509195,10611.6144012877,5807.08061258197,FALSE,micro,survey,7.11,0.245036499169,3.282266113715,
Latin America & Caribbean,LCN,Chile,CHL,2009,national,CASEN,national,2009,income,2,2006 - 2024,3,0.026483012454,0.008795265901,0.004754762177,0.014314011398,19.605713760459,12.55053489889,0.387925864385,0.474046681502,0.401077677932,0.018957862212,0.031796174387,0.040321087108,0.048967652835,0.05876103019,0.070288420624,0.085342016919,0.10799638154,0.1536362728,0.383933101386,0.693256794012,474.340972900391,17009731,11116.4093443103,6162.65106984261,FALSE,micro,survey,7.575,0.229308412869,3.034214816859,
Latin America & Caribbean,LCN,Chile,CHL,2011,national,CASEN,national,2011,income,2,2006 - 2024,3,0.016561191548,0.004761914348,0.002402331298,0.007507093212,21.012056612835,13.443484249126,0.373765451466,0.468681586964,0.397944944958,0.020134505645,0.032246181726,0.040878073651,0.049758787585,0.059024504172,0.070111455523,0.085344550992,0.108156623118,0.153952558406,0.380392759183,0.738264603929,474.340972900391,17351816,12252.8441074615,7349.09980366388,FALSE,micro,survey,8.022,0.219670123507,2.668169886926,
Latin America & Caribbean,LCN,Chile,CHL,2013,national,CASEN,national,2013,income,2,2006 - 2024,3,0.007804124074,0.002715220945,0.001556515631,0.004675940838,25.68590684524,16.4240317577,0.371803619048,0.468239397796,0.394572159564,0.020810868784,0.032728044829,0.040930474128,0.049474709979,0.05893062872,0.070034156202,0.084411771448,0.10715692808,0.153550478365,0.381971939465,0.771859229861,474.340972900391,17687006,13182.7329619856,8078.8835687179,FALSE,micro,survey,9.512,0.20248838567,2.169834535584,
Latin America & Caribbean,LCN,Chile,CHL,2015,national,CASEN,national,2015,income,2,2006 - 2024,3,0.006747478209,0.002398777803,0.001435791651,0.004330032728,26.947874067618,17.795998872621,0.348568702218,0.453433489153,0.379672301704,0.021752856063,0.033984877209,0.042791282024,0.05136551636,0.060706766026,0.07207119054,0.086997733473,0.109320435093,0.152747137229,0.368262205985,0.848037314069,474.340972900391,18047625,13433.9202987032,8298.85744037825,FALSE,micro,survey,10.198,0.19186225378,2.012159338082,
Latin America & Caribbean,LCN,Chile,CHL,2017,national,CASEN,national,2017,income,2,2006 - 2024,3,0.004827644599,0.002345845187,0.001642053958,0.004773259328,29.435256235842,19.509911824794,0.348226679587,0.452699841716,0.374459185299,0.021979886083,0.034089756249,0.042907585853,0.051526364722,0.061106086869,0.072362877987,0.086934011188,0.108650759731,0.151006119878,0.369436551439,0.889622013196,474.340972900391,18558868,13473.3458532934,8632.95759844477,FALSE,micro,survey,11.055,0.1882719081,1.876618562765,
Latin America & Caribbean,LCN,Chile,CHL,2020,national,CASEN,national,2020,income,2,2006 - 2024,3,0.017220364233,0.00940598695,0.007023463084,0.020102975301,29.537593403755,19.11028662979,0.39616195312,0.470049075129,0.408028399012,0.017498032794,0.031709241158,0.040811962728,0.049748927259,0.059227236203,0.071901651785,0.085781994112,0.1107435667,0.160015256649,0.372562130612,0.96589089369,474.340972900391,19370624,12679.024004022,8006.04299473289,FALSE,micro,survey,10.855,0.205052500346,2.509407070865,
Latin America & Caribbean,LCN,Chile,CHL,2022,national,CASEN,national,2022,income,2,2006 - 2024,3,0.006472909186,0.00375753211,0.002884599241,0.008267159907,32.511133549442,22.642389472448,0.32251393844,0.432355604557,0.362158537806,0.022105947321,0.035615305561,0.044936613799,0.054016790009,0.064094356198,0.075765351889,0.090510111646,0.112523914869,0.154267537652,0.346164071056,1.168094223287,474.340972900391,19553036,14283.1489501524,9734.08036746651,FALSE,micro,survey,12.621,0.184053926069,1.800078741515,
Latin America & Caribbean,LCN,Chile,CHL,2024,national,CASEN,national,2024,income,2,2006 - 2024,3,0.003996747361,0.002553927441,0.002022342499,0.005798204968,35.360066103276,24.570658334709,0.315896925054,0.430230358486,0.365700760994,0.022659076494,0.035736993036,0.044830059528,0.054158119865,0.063977937314,0.075677960437,0.090620054302,0.11286336745,0.156600655888,0.342875775687,1.275654176157,474.340972900391,19764771,14579.4001071307,9256.49598571105,FALSE,micro,survey,13.585,0.176459458313,1.592029483114,
East Asia & Pacific,EAS,China,CHN,1981,national,CRHS-CUHS,national,1981,income,0,1981 - 1987,3,0.970040926073,0.567018518752,0.368118221303,0.957958000085,1.314765172706,1.137241499067,0.128362893789,0.281640975068,0.252108675858,0.036734924914,0.051680619153,0.062645902154,0.072084751169,0.081504124699,0.09219175012,0.105931814543,0.125580522608,0.154297483219,0.217348107422,0.137962612207,,993885000,453.072706510383,,FALSE,synthetic,survey,3,0.970040926073,27.485211915975,
East Asia & Pacific,EAS,China,CHN,1981,rural,CRHS-CUHS,national,1981,income,0,1981 - 1987,3,0.9895,0.630488661014,0.4265747096,1.093191997198,1.111887177049,1.014753975571,0.099597558246,0.247292330747,0.202863302477,0.041329908679,0.056584099063,0.067905056325,0.077568256246,0.086683690686,0.096074553638,0.106702734454,0.120297901487,0.141662710043,0.205191089379,0.137271687388,3.424867795624,793552685,453.072706510383,,FALSE,group,survey,3,0.9895,30.684363969461,
East Asia & Pacific,EAS,China,CHN,1981,urban,CRHS-CUHS,national,1981,income,0,1981 - 1987,3,0.89296,0.315601757512,0.13656145402,0.422271575695,2.118401761148,2.024324179548,0.055567100663,0.185088295699,0.148422007679,0.051511428278,0.066837153952,0.076830848292,0.084806174834,0.092014704934,0.099215291316,0.107162361353,0.117086902514,0.132209484568,0.172325649959,0.140699490905,4.1992371654,200332315,453.072706510383,,FALSE,group,survey,3,0.89296,14.78242511795,
East Asia & Pacific,EAS,China,CHN,1984,national,CRHS-CUHS,national,1984,income,0,1981 - 1987,3,0.912545644896,0.440194794719,0.249930261062,0.676929055168,1.752703383709,1.552299096338,0.11969842947,0.271023018338,0.237334227241,0.037687542242,0.052552513642,0.063969544171,0.073816635746,0.08370447872,0.094682371817,0.107831900762,0.124530649511,0.148195576737,0.213028786652,0.146962074594,,1036825000,604.354027423819,,FALSE,synthetic,survey,3,0.912545644896,20.362233564244,
East Asia & Pacific,EAS,China,CHN,1984,rural,CRHS-CUHS,national,1984,income,0,1981 - 1987,3,0.94457,0.501678023413,0.298278145474,0.790002160535,1.550865229798,1.376010790051,0.115486143866,0.266861276956,0.216238861169,0.040277716291,0.054286620042,0.065206485671,0.074801256893,0.08403510495,0.093698316487,0.104790029107,0.119198256772,0.142382862768,0.22132335102,0.145953431726,3.424867795624,798207307,604.354027423819,,FALSE,group,survey,3,0.94457,22.539927156034,
East Asia & Pacific,EAS,China,CHN,1984,urban,CRHS-CUHS,national,1984,income,0,1981 - 1987,3,0.80542,0.23452537522,0.088200281488,0.298684769112,2.427878335147,2.310854547677,0.049947525375,0.177440471781,0.145517786369,0.055116423219,0.068011033438,0.077129104932,0.084698757652,0.0917004733,0.098796350828,0.106696798788,0.116599275359,0.131624652035,0.169627130449,0.150336116552,4.1992371654,238617693,604.354027423819,,FALSE,group,survey,3,0.80542,12.731821992179,
East Asia & Pacific,EAS,China,CHN,1987,national,CRHS-CUHS,national,1987,income,0,1981 - 1987,3,0.810891670125,0.351282466613,0.189614726111,0.527678108844,2.153787824505,1.883235848542,0.143624215809,0.293859577849,0.258708528394,0.032983301162,0.048883975938,0.060758747666,0.071396856708,0.082201647515,0.094138877578,0.108251995636,0.125906332516,0.151136365899,0.224341899382,0.181738188242,,1084035000,797.34114295479,,FALSE,synthetic,survey,3,0.810891670125,17.473787683253,
East Asia & Pacific,EAS,China,CHN,1987,rural,CRHS-CUHS,national,1987,income,0,1981 - 1987,3,0.8849,0.419929790891,0.235843285909,0.643045735269,1.885093604952,1.642192351408,0.142630096553,0.294510639137,0.241637639002,0.034966056404,0.049773205986,0.061500307774,0.071903053261,0.08197933126,0.092574536834,0.104782499649,0.120694810212,0.146398103553,0.235428095067,0.176956474781,3.424867795624,809564867,797.34114295479,,FALSE,group,survey,3,0.8849,19.600065849624,
East Asia & Pacific,EAS,China,CHN,1987,urban,CRHS-CUHS,national,1987,income,0,1981 - 1987,3,0.5926,0.148803379572,0.053261027241,0.187394901625,2.946316314721,2.781380448012,0.06561540461,0.201297865329,0.162156990408,0.048982970958,0.064152454052,0.074473741933,0.082885418187,0.090588855108,0.098357480113,0.10699999464,0.117879772608,0.134643045273,0.181036267128,0.195842117071,4.1992371654,274470133,797.34114295479,,FALSE,group,survey,3,0.5926,10.835161428197,
